recordID,bin_uri,cells,markercode,Long,Lat,median.pi.avg,median.pi.sd,mean.pi.avg,mean.pi.sd,sd.pi.avg,sd.pi.sd,hill.zero.avg,hill.zero.sd,hill.one.avg,hill.one.sd,hill.two.avg,hill.two.sd,shannon.avg,shannon.sd,wc2.0_bio_10m_01,wc2.0_bio_10m_02,wc2.0_bio_10m_03,wc2.0_bio_10m_04,wc2.0_bio_10m_05,wc2.0_bio_10m_06,wc2.0_bio_10m_07,wc2.0_bio_10m_08,wc2.0_bio_10m_09,wc2.0_bio_10m_10,wc2.0_bio_10m_11,wc2.0_bio_10m_12,wc2.0_bio_10m_13,wc2.0_bio_10m_14,wc2.0_bio_10m_15,wc2.0_bio_10m_16,wc2.0_bio_10m_17,wc2.0_bio_10m_18,wc2.0_bio_10m_19
6668231,BOLD:AAG8811,10483,COI-5P,-137.513,60.748,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5439795,BOLD:ACZ1770,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5365062,BOLD:AAH3943,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5495279,BOLD:AAH3943,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6704491,BOLD:ABY7837,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5470267,BOLD:ACZ3800,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6681075,BOLD:AAG8811,10483,COI-5P,-137.513,60.748,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6682581,BOLD:ACZ3939,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5410167,BOLD:ACK6407,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5378570,BOLD:AAH3943,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5487267,BOLD:AAH3943,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5377610,BOLD:AAH3943,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5410450,BOLD:ACS3816,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6681086,BOLD:AAG8811,10483,COI-5P,-137.513,60.748,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6654570,BOLD:ACR4654,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5350573,BOLD:ACZ3800,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6656178,BOLD:ACK6407,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6704835,BOLD:ABY7837,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5378124,BOLD:ACC8220,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6656313,BOLD:ACZ3800,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5365367,BOLD:AAH3943,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6682603,BOLD:ACS3816,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5487601,BOLD:AAP8779,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5442000,BOLD:AAH3943,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6681464,BOLD:ACZ3939,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6704759,BOLD:ABY7837,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5469474,BOLD:ACZ1770,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6655694,BOLD:ACK6407,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5439825,BOLD:ACZ1770,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5440181,BOLD:ACZ3800,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5378142,BOLD:ACC8220,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5378349,BOLD:AAH3943,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
5377277,BOLD:AAH3943,10483,COI-5P,-137.432,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6655687,BOLD:ABY7837,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
6682116,BOLD:ACZ3939,10483,COI-5P,-137.434,60.714,0.0020621318518813,0.00102148211635887,0.00273662454013673,0.000779034807298594,0.00243441446020949,0.000526013972536948,10,0,6.68895534766599,1.01450688638461,5.7459198001056,0.994945914378833,1.88822606933231,0.159486217689479,-2.34663772583008,10.2105302810669,27.1616230010986,1000.70928955078,15.6770000457764,-21.9064998626709,37.5834999084473,7.19418382644653,-4.09103727340698,9.88046550750732,-14.420202255249,506.166656494141,63.8611106872559,17.7222213745117,34.7621994018555,174.611114501953,69.7222213745117,161.5,124.027778625488
